Ticker,Sector Code,Sector,IDX Sector,Sector Index,Subsector,Industry,Subindustry,Company Name,Source
CHEK,F,Healthcare,Kesehatan,IDXHEALTH,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan,PT Diastika Biotekindo Tbk,IDX Live
CHEM,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Barang Kimia,Barang Kimia Dasar,PT Chemstar Indonesia Tbk,IDX Live
CHIP,I,Technology,Teknologi,IDXTECHNO,Perangkat Keras & Peralatan Teknologi,"Perangkat, Instrumen & Komponen Elektronik",Perangkat & Instrumen Elektronik,PT Pelita Teknologi Global Tbk,IDX Live
CINT,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Barang Rumah Tangga,Barang Rumah Tangga,Produsen Furnitur Rumah,PT Chitose Internasional Tbk,IDX Live
CITA,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Logam & Mineral,Alumunium,Cita Mineral Investindo Tbk,IDX Live
CITY,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Natura City Developments Tbk.,IDX Live
CLAY,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",PT Citra Putra Realty Tbk,IDX Live
CLEO,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Minuman,Minuman Ringan,PT Sariguna Primatirta Tbk,IDX Live
CLPI,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Barang Kimia,Barang Kimia Khusus,Colorpak Indonesia Tbk,IDX Live
CMNP,J,Infrastructures,Infrastruktur,IDXINFRA,Infrastruktur Transportasi,Operator Infrastruktur Transportasi,Operator Jalan Tol & Rel,Citra Marga Nusaphala Persada Tbk,IDX Live
CMNT,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Material Konstruksi,Material Konstruksi,PT Cemindo Gemilang Tbk,IDX Live
CMPP,K,Transportation & Logistics,Transportasi & Logistik,IDXTRANS,Transportasi,Maskapai Penerbangan,Maskapai Penerbangan,PT AirAsia Indonesia Tbk,IDX Live
CMRY,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Makanan Olahan,Produk Susu Olahan,PT Cisarua Mountain Dairy Tbk,IDX Live
CNKO,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Exploitasi Energi Indonesia Tbk,IDX Live
CNMA,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,Fasilitas Rekreasi & Olah Raga,PT Nusantara Sejahtera Raya Tbk,IDX Live
COAL,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,PT Black Diamond Resources Tbk,IDX Live
COCO,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Makanan Olahan,Makanan Olahan,PT Wahana Interfood Nusantara Tbk.,IDX Live
COIN,G,Financials,Keuangan,IDXFINANCE,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,PT Indokripto Koin Semesta Tbk,IDX Live
COWL,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,COWELL DEVELOPMENT Tbk,IDX Live
CPIN,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Charoen Pokphand Indonesia Tbk,IDX Live
CPRI,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Capri Nusa Satu Properti Tbk.,IDX Live
CPRO,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Central Proteina Prima Tbk,IDX Live
CRAB,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",PT Toba Surimi Industries Tbk,IDX Live
CRSN,C,Industrials,Perindustrian,IDXINDUST,Jasa Perindustrian,Jasa Profesional,Jasa Penelitian & Konsultasi,PT Carsurin Tbk,IDX Live
CSAP,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Perdagangan Ritel,Ritel Khusus,Ritel Barang Rumah Tangga,Catur Sentosa Adiprana Tbk,IDX Live
CSIS,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Cahayasakti Investindo Sukses Tbk,IDX Live
CSMI,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan,PT Cipta Selera Murni Tbk.,IDX Live
CSRA,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,PT Cisadane Sawit Raya Tbk.,IDX Live
CTBN,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Logam & Mineral,Baja & Besi,Citra Tubindo Tbk,IDX Live
CTRA,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Ciputra Development Tbk,IDX Live
CTTH,C,Industrials,Perindustrian,IDXINDUST,Barang Perindustrian,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan,Citatah Tbk,IDX Live
CUAN,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,PT Petrindo Jaya Kreasi Tbk,IDX Live
CYBR,I,Technology,Teknologi,IDXTECHNO,Perangkat Lunak & Jasa TI,Jasa & Konsultan TI,Jasa & Konsultan TI,PT ITSEC Asia Tbk.,IDX Live
DAAZ,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya,PT Daaz Bara Lestari Tbk,IDX Live
DADA,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Diamond Citra Propertindo Tbk.,IDX Live
DART,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Duta Anggada Realty Tbk,IDX Live
DATA,J,Infrastructures,Infrastruktur,IDXINFRA,Telekomunikasi,Jasa Telekomunikasi,Jasa Telekomunikasi Kabel,PT Remala Abadi Tbk,IDX Live
DAYA,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Ritel & Distributor Obat-obatan,PT Duta Intidaya Tbk.,IDX Live
DCII,I,Technology,Teknologi,IDXTECHNO,Perangkat Lunak & Jasa TI,Jasa & Konsultan TI,Jasa & Konsultan TI,PT DCI Indonesia Tbk,IDX Live
DEAL,K,Transportation & Logistics,Transportasi & Logistik,IDXTRANS,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,PT Dewata Freightinternational Tbk.,IDX Live
DEFI,G,Financials,Keuangan,IDXFINANCE,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Investasi,Danasupra Erapacific Tbk,IDX Live
DEPO,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Perdagangan Ritel,Ritel Khusus,Ritel Barang Rumah Tangga,PT Caturkarda Depo Bangunan Tbk,IDX Live
DEWA,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Darma Henwa Tbk,IDX Live
DEWI,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",PT Dewi Shri Farmindo Tbk,IDX Live
DFAM,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",PT Dafam Property Indonesia Tbk,IDX Live
DGIK,J,Infrastructures,Infrastruktur,IDXINFRA,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Nusa Konstruksi Enjiniring  Tbk,IDX Live
DGNS,F,Healthcare,Kesehatan,IDXHEALTH,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,PT Diagnos Laboratorium Utama Tbk,IDX Live
DGWG,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Barang Kimia,Barang Kimia Pertanian,PT Delta Giri Wacana Tbk,IDX Live
DIGI,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Media & Hiburan,Media,Penerbitan,PT Arkadia Digital Media Tbk,IDX Live
DILD,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Intiland Development Tbk,IDX Live
DIVA,I,Technology,Teknologi,IDXTECHNO,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,PT Distribusi Voucher Nusantara Tbk,IDX Live
DKFT,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya,Central Omega Resources Tbk,IDX Live
DKHH,F,Healthcare,Kesehatan,IDXHEALTH,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,PT Cipta Sarana Medika Tbk,IDX Live
DLTA,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Minuman,Minuman Keras,Delta Djakarta Tbk,IDX Live
DMAS,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Puradelta Lestari Tbk.,IDX Live
DMMX,I,Technology,Teknologi,IDXTECHNO,Perangkat Lunak & Jasa TI,Jasa & Konsultan TI,Jasa & Konsultan TI,PT Digital Mediatama Maxima Tbk,IDX Live
DMND,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Ritel & Distributor Makanan,PT Diamond Food Indonesia Tbk.,IDX Live
DNAR,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,PT Bank Oke Indonesia Tbk.,IDX Live
DNET,G,Financials,Keuangan,IDXFINANCE,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Investasi,PT Indoritel Makmur Internasional Tbk.,IDX Live
DOID,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",PT BUMA Internasional Grup Tbk,IDX Live
DOOH,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Media & Hiburan,Media,Periklanan,PT Era Media Sejahtera Tbk,IDX Live
DOSS,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Barang Rekreasi,Barang Elektronik Konsumen,Barang Elektronik Konsumen,PT Global Sukses Digital Tbk,IDX Live
DPNS,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Barang Kimia,Barang Kimia Khusus,Duta Pertiwi Nusantara Tbk,IDX Live
DPUM,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",PT Dua Putra Utama Makmur Tbk.,IDX Live
DRMA,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,PT Dharma Polimetal Tbk,IDX Live
DSFI,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Dharma Samudera Fishing Ind. Tbk,IDX Live
DSNG,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,PT Dharma Satya Nusantara Tbk.,IDX Live
DSSA,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Dian Swastatika Sentosa Tbk,IDX Live
DUCK,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan,PT Jaya Bersama Indo Tbk.,IDX Live
DUTI,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Duta Pertiwi Tbk,IDX Live
DVLA,F,Healthcare,Kesehatan,IDXHEALTH,Farmasi & Riset Kesehatan,Farmasi,Farmasi,Darya-Varia Laboratoria Tbk,IDX Live
DWGL,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,PT Dwi Guna Laksana Tbk,IDX Live
DYAN,C,Industrials,Perindustrian,IDXINDUST,Jasa Perindustrian,Jasa Komersial,Jasa Pendukung Bisnis,PT Dyandra Media International Tbk.,IDX Live
EAST,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",PT Eastparc Hotel Tbk,IDX Live
ECII,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Perdagangan Ritel,Ritel Khusus,Ritel Elektronik,PT Electronic City Indonesia Tbk.,IDX Live
EDGE,I,Technology,Teknologi,IDXTECHNO,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Jasa & Konsultan TI,PT Indointernet Tbk.,IDX Live
EKAD,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Barang Kimia,Barang Kimia Khusus,Ekadharma International Tbk,IDX Live
ELIT,I,Technology,Teknologi,IDXTECHNO,Perangkat Lunak & Jasa TI,Jasa & Konsultan TI,Jasa & Konsultan TI,PT Data Sinergitama Jaya Tbk,IDX Live
ELPI,K,Transportation & Logistics,Transportasi & Logistik,IDXTRANS,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,PT Pelayaran Nasional Ekalya Purnamasari Tbk,IDX Live
ELSA,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara",Jasa Pengeboran Minyak & Gas,Elnusa Tbk,IDX Live
ELTY,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Bakrieland Development Tbk,IDX Live
EMAS,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Logam & Mineral,Emas,PT Merdeka Gold Resources Tbk,IDX Live
EMDE,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Megapolitan Developments Tbk,IDX Live
EMMI,F,Healthcare,Kesehatan,IDXHEALTH,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Peralatan Kesehatan,PT Esa Medika Mandiri Tbk,IDX Live
EMTK,I,Technology,Teknologi,IDXTECHNO,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Elang Mahkota Teknologi Tbk,IDX Live
ENAK,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan,PT Champ Resto Indonesia Tbk,IDX Live
ENRG,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Minyak & Gas,Produksi & Penyulingan Minyak & Gas,Energi Mega Persada Tbk,IDX Live
ENVY,I,Technology,Teknologi,IDXTECHNO,Perangkat Lunak & Jasa TI,Jasa & Konsultan TI,Jasa & Konsultan TI,PT Envy Technologies Indonesia Tbk,IDX Live
ENZO,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",PT Morenzo Abadi Perkasa Tbk,IDX Live
EPAC,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,PT Megalestari Epack Sentosaraya Tbk.,IDX Live
EPMT,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Ritel & Distributor Obat-obatan,Enseval Putera Megatrading Tbk,IDX Live
ERAA,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Perdagangan Ritel,Ritel Khusus,Ritel Elektronik,Erajaya Swasembada Tbk,IDX Live
ERAL,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Perdagangan Ritel,Ritel Khusus,Ritel Elektronik,PT Sinar Eka Selaras Tbk,IDX Live
ERTX,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Pakaian & Barang Mewah,Pakaian & Barang Mewah,"Pakaian, Aksesoris, & Tas",Eratex Djaja Tbk,IDX Live
ESIP,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,PT Sinergi Inti Plastindo Tbk.,IDX Live
ESSA,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Barang Kimia,Barang Kimia Dasar,ESSA Industries Indonesia Tbk,IDX Live
ESTA,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",PT Esta Multi Usaha Tbk.,IDX Live
ESTI,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Ever Shine Textile Industry Tbk,IDX Live
ETWA,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Barang Kimia,Barang Kimia Dasar,Eterindo Wahanatama Tbk,IDX Live
EURO,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,PT Estee Gold Feet Tbk,IDX Live
EXCL,J,Infrastructures,Infrastruktur,IDXINFRA,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,PT XLSMART Telecom Sejahtera Tbk,IDX Live
FAPA,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,PT FAP Agri Tbk,IDX Live
FAST,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan,PT Fast Food Indonesia Tbk,IDX Live
FASW,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Fajar Surya Wisesa Tbk,IDX Live
FILM,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Media & Hiburan,Hiburan & Film,Hiburan & Film,PT MD Entertainment Tbk,IDX Live
FIMP,J,Infrastructures,Infrastruktur,IDXINFRA,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,PT Fimperkasa Utama Tbk,IDX Live
FIRE,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,PT Alfa Energi Investama Tbk.,IDX Live
FISH,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,FKS Multi Agro Tbk,IDX Live
FITT,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",PT Fortune Resources Investment Tbk,IDX Live
FLMC,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,PT Falmaco Nonwoven Industri Tbk,IDX Live
FMII,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Fortune Mate Indonesia Tbk,IDX Live
FOLK,C,Industrials,Perindustrian,IDXINDUST,Perusahaan Holding Multi Sektor,Perusahaan Holding Multi-sektor,Perusahaan Holding Multi-sektor,PT Multi Garam Utama Tbk.,IDX Live
FOOD,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Makanan Olahan,Makanan Olahan,PT Sentra Food Indonesia Tbk.,IDX Live
FORE,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Minuman,Minuman Ringan,PT Fore Kopi Indonesia Tbk,IDX Live
FORU,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Media & Hiburan,Media,Periklanan,Fortune Indonesia Tbk,IDX Live
FPNI,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Barang Kimia,Barang Kimia Dasar,PT Lotte Chemical Titan Tbk.,IDX Live
FUJI,G,Financials,Keuangan,IDXFINANCE,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,PT Fuji Finance Indonesia Tbk.,IDX Live
FUTR,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Media & Hiburan,Media,Periklanan,PT Futura Energi Global Tbk,IDX Live
FWCT,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Perhutanan & Kertas,Kayu,PT Wijaya Cahaya Timber Tbk,IDX Live
GAMA,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Aksara Global Development Tbk,IDX Live
GDST,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Logam & Mineral,Baja & Besi,Gunawan Dianjaya Steel Tbk,IDX Live
GDYR,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Otomotif & Komponen Otomotif,Komponen Otomotif,Ban,Goodyear Indonesia Tbk,IDX Live
GEMA,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Barang Rumah Tangga,Barang Rumah Tangga,Produsen Furnitur Rumah,Gema Grahasarana Tbk,IDX Live
GEMS,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Golden Energy Mines Tbk,IDX Live
GGRM,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Rokok,Rokok,Rokok,Gudang Garam Tbk,IDX Live
GGRP,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Logam & Mineral,Baja & Besi,PT Gunung Raja Paksi Tbk.,IDX Live
GHON,J,Infrastructures,Infrastruktur,IDXINFRA,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,PT Gihon Telekomunikasi Indonesia Tbk,IDX Live
GIAA,K,Transportation & Logistics,Transportasi & Logistik,IDXTRANS,Transportasi,Maskapai Penerbangan,Maskapai Penerbangan,Garuda Indonesia (Persero) Tbk,IDX Live
GJTL,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Otomotif & Komponen Otomotif,Komponen Otomotif,Ban,Gajah Tunggal Tbk,IDX Live
GLOB,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Perdagangan Ritel,Ritel Khusus,Ritel Elektronik,PT Globe Kita Terang Tbk,IDX Live
GLVA,I,Technology,Teknologi,IDXTECHNO,Perangkat Keras & Peralatan Teknologi,"Perangkat, Instrumen & Komponen Elektronik",Perangkat & Instrumen Elektronik,PT Galva Technologies Tbk,IDX Live
GMFI,J,Infrastructures,Infrastruktur,IDXINFRA,Infrastruktur Transportasi,Operator Infrastruktur Transportasi,Operator Bandar Udara,PT Garuda Maintenance Facility Aero Asia Tbk.,IDX Live
GMTD,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Gowa Makassar Tourism Development Tbk,IDX Live
GOLD,J,Infrastructures,Infrastruktur,IDXINFRA,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,PT Visi Telekomunikasi Infrastruktur Tbk.,IDX Live
GOLF,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,Fasilitas Rekreasi & Olah Raga,PT Intra GolfLink Resorts Tbk,IDX Live
GOLL,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,PT Golden Plantation Tbk,IDX Live
GOOD,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Makanan Olahan,Makanan Olahan,PT Garudafood Putra Putri Jaya Tbk.,IDX Live
GOTO,I,Technology,Teknologi,IDXTECHNO,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,PT GoTo Gojek Tokopedia Tbk,IDX Live
GPRA,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Perdana Gapura Prima Tbk,IDX Live
GPSO,C,Industrials,Perindustrian,IDXINDUST,Barang Perindustrian,Mesin,Mesin & Komponen Perindustrian,PT Geoprima Solusi Tbk,IDX Live
GRIA,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Ingria Pratama Capitalindo Tbk,IDX Live
GRPH,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",PT Griptha Putra Persada Tbk.,IDX Live
GRPM,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Minuman,Minuman Ringan,PT Graha Prima Mentari Tbk.,IDX Live
GSMF,G,Financials,Keuangan,IDXFINANCE,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Equity Development Investment Tbk,IDX Live
GTBO,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Garda Tujuh Buana Tbk,IDX Live
GTRA,K,Transportation & Logistics,Transportasi & Logistik,IDXTRANS,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,PT Grahaprima Suksesmandiri Tbk,IDX Live
