Ticker,Sector Code,Sector,IDX Sector,Sector Index,Subsector,Industry,Subindustry,Company Name,Source
LAJU,K,Transportation & Logistics,Transportasi & Logistik,IDXTRANS,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,PT Jasa Berdikari Logistics Tbk,IDX Live
LAND,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Trimitra Propertindo Tbk.,IDX Live
LAPD,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket,Leyand International Tbk,IDX Live
LCGP,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Eureka Prima Jakarta Tbk.,IDX Live
LCKM,J,Infrastructures,Infrastruktur,IDXINFRA,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,PT LCK Global Kedaton Tbk,IDX Live
LEAD,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,PT Logindo Samudramakmur Tbk.,IDX Live
LFLO,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Barang Rumah Tangga,Barang Rumah Tangga,Produsen Furnitur Rumah,PT Imago Mulia Persada Tbk,IDX Live
LIFE,G,Financials,Keuangan,IDXFINANCE,Asuransi,Asuransi,Asuransi Jiwa,PT MSIG Life Insurance Indonesia Tbk.,IDX Live
LINK,J,Infrastructures,Infrastruktur,IDXINFRA,Telekomunikasi,Jasa Telekomunikasi,Jasa Telekomunikasi Kabel,PT Link Net Tbk.,IDX Live
LION,C,Industrials,Perindustrian,IDXINDUST,Jasa Perindustrian,Jasa Komersial,Peralatan Kantor,Lion Metal Works Tbk,IDX Live
LIVE,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Barang Rumah Tangga,Barang Rumah Tangga,Perlengkapan Rumah Tangga,PT Homeco Victoria Makmur Tbk,IDX Live
LMAS,I,Technology,Teknologi,IDXTECHNO,Perangkat Lunak & Jasa TI,Jasa & Konsultan TI,Jasa & Konsultan TI,Limas Indonesia Makmur Tbk,IDX Live
LMAX,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,PT Lupromax Pelumas Indonesia Tbk.,IDX Live
LMPI,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Barang Rumah Tangga,Barang Rumah Tangga,Perlengkapan Rumah Tangga,Langgeng Makmur Industri Tbk,IDX Live
LMSH,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Logam & Mineral,Baja & Besi,Lionmesh Prima Tbk,IDX Live
LOPI,K,Transportation & Logistics,Transportasi & Logistik,IDXTRANS,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,PT Logisticsplus International Tbk,IDX Live
LPCK,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Lippo Cikarang Tbk,IDX Live
LPGI,G,Financials,Keuangan,IDXFINANCE,Asuransi,Asuransi,Asuransi Umum,Lippo General Insurance Tbk,IDX Live
LPIN,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,Multi Prima Sejahtera Tbk,IDX Live
LPKR,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Lippo Karawaci Tbk,IDX Live
LPLI,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Star Pacific Tbk,IDX Live
LPPF,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Perdagangan Ritel,Department Store,Department Store,PT MDS Retailing Tbk,IDX Live
LPPS,G,Financials,Keuangan,IDXFINANCE,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Investasi,PT Lenox Pasifik Investama Tbk,IDX Live
LRNA,K,Transportation & Logistics,Transportasi & Logistik,IDXTRANS,Transportasi,Pengangkutan Darat Penumpang,Transportasi Jalanan,PT Eka Sari Lorena Transport Tbk.,IDX Live
LSIP,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,PP London Sumatra Indonesia Tbk,IDX Live
LTLS,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Barang Kimia,Barang Kimia Dasar,PT Lautan Luas Tbk,IDX Live
LUCK,I,Technology,Teknologi,IDXTECHNO,Perangkat Keras & Peralatan Teknologi,Perangkat Komputer,Perangkat Komputer,PT Sentral Mitra Informatika Tbk.,IDX Live
LUCY,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan,PT Lima Dua Lima Tiga Tbk,IDX Live
MABA,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",PT Marga Abhinaya Abadi Tbk,IDX Live
MAGP,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Multi Agro Gemilang Plantation Tbk,IDX Live
MAHA,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,PT Mandiri Herindo Adiperkasa Tbk,IDX Live
MAIN,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Malindo Feedmill Tbk,IDX Live
MANG,J,Infrastructures,Infrastruktur,IDXINFRA,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,PT Manggung Polahraya Tbk,IDX Live
MAPA,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Perdagangan Ritel,Ritel Khusus,Ritel Pakaian & Tekstil,PT Map Aktif Adiperkasa Tbk,IDX Live
MAPB,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan,PT Map Boga Adiperkasa Tbk,IDX Live
MAPI,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Perdagangan Ritel,Ritel Khusus,Ritel Pakaian & Tekstil,PT Mitra Adiperkasa Tbk,IDX Live
MARI,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Media & Hiburan,Media,Penyiaran,PT Mahaka Radio Integra Tbk.,IDX Live
MARK,C,Industrials,Perindustrian,IDXINDUST,Barang Perindustrian,Mesin,Mesin & Komponen Perindustrian,PT Mark Dynamics Indonesia Tbk.,IDX Live
MASB,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,PT Bank Multiarta Sentosa Tbk,IDX Live
MAXI,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Makanan Olahan,Makanan Olahan,PT Maxindo Karya Anugerah Tbk,IDX Live
MAYA,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,PT Bank Mayapada Internasional Tbk,IDX Live
MBAP,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,PT Mitrabara Adiperdana Tbk,IDX Live
MBMA,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya,PT Merdeka Battery Materials Tbk,IDX Live
MBSS,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Mitrabahtera Segara Sejati Tbk,IDX Live
MBTO,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Martina Berto Tbk,IDX Live
MCAS,I,Technology,Teknologi,IDXTECHNO,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,PT M Cash Integrasi Tbk,IDX Live
MCOL,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,PT Prima Andalan Mandiri Tbk,IDX Live
MCOR,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,PT Bank China Construction Bank Indonesia Tbk,IDX Live
MDIA,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Media & Hiburan,Media,Penyiaran,PT Intermedia Capital Tbk.,IDX Live
MDIY,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Perdagangan Ritel,Ritel Khusus,Ritel Barang Rumah Tangga,PT Daya Intiguna Yasa Tbk,IDX Live
MDKA,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya,PT Merdeka Copper Gold Tbk.,IDX Live
MDKI,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Barang Kimia,Barang Kimia Dasar,PT Emdeki Utama Tbk,IDX Live
MDLA,F,Healthcare,Kesehatan,IDXHEALTH,Farmasi & Riset Kesehatan,Farmasi,Farmasi,PT Medela Potentia Tbk,IDX Live
MDLN,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Modernland Realty Tbk.,IDX Live
MDRN,C,Industrials,Perindustrian,IDXINDUST,Jasa Perindustrian,Jasa Komersial,Peralatan Kantor,Modern Internasional Tbk,IDX Live
MEDC,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Minyak & Gas,Produksi & Penyulingan Minyak & Gas,PT Medco Energi Internasional Tbk,IDX Live
MEDS,F,Healthcare,Kesehatan,IDXHEALTH,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan,PT Hetzer Medical Indonesia Tbk,IDX Live
MEGA,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,Bank Mega Tbk,IDX Live
MEJA,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Barang Rumah Tangga,Barang Rumah Tangga,Produsen Furnitur Rumah,PT Harta Djaya Karya Tbk,IDX Live
MENN,I,Technology,Teknologi,IDXTECHNO,Perangkat Keras & Peralatan Teknologi,"Perangkat, Instrumen & Komponen Elektronik",Perangkat & Instrumen Elektronik,PT Menn Teknologi Indonesia Tbk.,IDX Live
MERI,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pendidikan & Jasa Penunjang,Jasa Pendidikan,PT Merry Riana Edukasi Tbk,IDX Live
MERK,F,Healthcare,Kesehatan,IDXHEALTH,Farmasi & Riset Kesehatan,Farmasi,Farmasi,Merck Tbk,IDX Live
META,J,Infrastructures,Infrastruktur,IDXINFRA,Infrastruktur Transportasi,Operator Infrastruktur Transportasi,Operator Jalan Tol & Rel,Nusantara Infrastructure Tbk,IDX Live
MFMI,C,Industrials,Perindustrian,IDXINDUST,Jasa Perindustrian,Jasa Komersial,Jasa Pendukung Bisnis,Multifiling Mitra Indonesia Tbk,IDX Live
MGLV,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Barang Rumah Tangga,Barang Rumah Tangga,Produsen Furnitur Rumah,PT NexAI Digital Infrastruktur Tbk,IDX Live
MGNA,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",PT Magna Investama Mandiri Tbk,IDX Live
MGRO,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,PT Mahkota Group Tbk.,IDX Live
MHKI,C,Industrials,Perindustrian,IDXINDUST,Jasa Perindustrian,Jasa Komersial,Jasa Pengelolaan Lingkungan & Sarana,PT Multi Hanna Kreasindo Tbk,IDX Live
MICE,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Barang Rumah Tangga,Barang Rumah Tangga,Perlengkapan Rumah Tangga,Multi Indocitra Tbk,IDX Live
MIDI,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket,Midi Utama Indonesia Tbk,IDX Live
MIKA,F,Healthcare,Kesehatan,IDXHEALTH,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,PT Mitra Keluarga Karyasehat Tbk.,IDX Live
MINA,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",PT Sanurhasta Mitra Tbk.,IDX Live
MINE,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya,PT Sinar Terang Mandiri Tbk,IDX Live
MIRA,K,Transportation & Logistics,Transportasi & Logistik,IDXTRANS,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Mitra International Resources Tbk,IDX Live
MITI,K,Transportation & Logistics,Transportasi & Logistik,IDXTRANS,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Mitra Investindo Tbk,IDX Live
MKAP,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",PT Multikarya Asia Pasifik Raya Tbk,IDX Live
MKNT,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Perdagangan Ritel,Distributor Barang Konsumen,Distributor Barang Konsumen,PT Mitra Komunikasi Nusantara Tbk.,IDX Live
MKPI,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Metropolitan Kentjana Tbk,IDX Live
MKTR,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,PT Menthobi Karyatama Raya Tbk,IDX Live
MLBI,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Minuman,Minuman Keras,Multi Bintang Indonesia Tbk,IDX Live
MLIA,C,Industrials,Perindustrian,IDXINDUST,Barang Perindustrian,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan,Mulia Industrindo Tbk,IDX Live
MLPL,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket,Multipolar Tbk,IDX Live
MLPT,I,Technology,Teknologi,IDXTECHNO,Perangkat Lunak & Jasa TI,Jasa & Konsultan TI,Jasa & Konsultan TI,PT Multipolar Technology Tbk.,IDX Live
MMIX,F,Healthcare,Kesehatan,IDXHEALTH,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan,PT Multi Medika Internasional Tbk,IDX Live
MMLP,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Mega Manunggal Property Tbk.,IDX Live
MNCN,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Media & Hiburan,Media,Penyiaran,Media Nusantara Citra Tbk,IDX Live
MOLI,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Barang Kimia,Barang Kimia Dasar,PT Madusari Murni Indah Tbk.,IDX Live
MORA,J,Infrastructures,Infrastruktur,IDXINFRA,Telekomunikasi,Jasa Telekomunikasi,Jasa Telekomunikasi Kabel,PT Ekamas Mora Republik Tbk,IDX Live
MPIX,I,Technology,Teknologi,IDXTECHNO,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,PT Mitra Pedagang Indonesia Tbk.,IDX Live
MPMX,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Perdagangan Ritel,Ritel Khusus,Ritel Otomotif,PT Mitra Pinasthika Mustika Tbk.,IDX Live
MPOW,J,Infrastructures,Infrastruktur,IDXINFRA,Utilitas,Utilitas Listrik,Utilitas Listrik,PT Megapower Makmur Tbk.,IDX Live
MPPA,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket,Matahari Putra Prima Tbk,IDX Live
MPRO,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Maha Properti Indonesia Tbk.,IDX Live
MPXL,K,Transportation & Logistics,Transportasi & Logistik,IDXTRANS,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,PT MPX Logistics International Tbk,IDX Live
MRAT,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Mustika Ratu Tbk,IDX Live
MREI,G,Financials,Keuangan,IDXFINANCE,Asuransi,Asuransi,Reasuransi,Maskapai Reasuransi Indonesia Tbk,IDX Live
MSIE,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Multisarana Intan Eduka Tbk,IDX Live
MSIN,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Media & Hiburan,Hiburan & Film,Hiburan & Film,PT MNC Digital Entertainment Tbk,IDX Live
MSJA,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,PT Multi Spunindo Jaya Tbk.,IDX Live
MSKY,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Media & Hiburan,Media,Penyiaran Berbayar,MNC Sky Vision Tbk,IDX Live
MSTI,I,Technology,Teknologi,IDXTECHNO,Perangkat Keras & Peralatan Teknologi,Peralatan Jaringan,Peralatan Jaringan,PT Mastersystem Infotama Tbk.,IDX Live
MTDL,I,Technology,Teknologi,IDXTECHNO,Perangkat Keras & Peralatan Teknologi,Perangkat Komputer,Perangkat Komputer,Metrodata Electronics Tbk,IDX Live
MTEL,J,Infrastructures,Infrastruktur,IDXINFRA,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,PT Dayamitra Telekomunikasi Tbk,IDX Live
MTFN,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Capitalinc Investment Tbk,IDX Live
MTLA,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Metropolitan Land Tbk,IDX Live
MTMH,F,Healthcare,Kesehatan,IDXHEALTH,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,PT Murni Sadar Tbk,IDX Live
MTPS,J,Infrastructures,Infrastruktur,IDXINFRA,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,PT Meta Epsi Tbk.,IDX Live
MTRA,J,Infrastructures,Infrastruktur,IDXINFRA,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,PT Mitra Pemuda Tbk.,IDX Live
MTSM,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Metro Realty Tbk,IDX Live
MTWI,G,Financials,Keuangan,IDXFINANCE,Asuransi,Asuransi,Asuransi Umum,PT Malacca Trust Wuwungan Insurance Tbk.,IDX Live
MUTU,C,Industrials,Perindustrian,IDXINDUST,Jasa Perindustrian,Jasa Profesional,Jasa Penelitian & Konsultasi,PT Mutuagung Lestari Tbk,IDX Live
MYOH,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Samindo Resources Tbk,IDX Live
MYOR,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Mayora Indah Tbk,IDX Live
MYTX,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,PT Asia Pacific Investama Tbk.,IDX Live
NAIK,C,Industrials,Perindustrian,IDXINDUST,Jasa Perindustrian,Perdagangan Aneka Barang Perindustrian,Perdagangan Aneka Barang Perindustrian,PT Adiwarna Anugerah Abadi Tbk,IDX Live
NANO,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,PT Nanotech Indonesia Global Tbk,IDX Live
NASA,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Andalan Perkasa Abadi Tbk,IDX Live
NASI,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Makanan Olahan,Makanan Olahan,PT Wahana Inti Makmur Tbk,IDX Live
NATO,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",PT Olympus Strategic Indonesia Tbk,IDX Live
NAYZ,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Makanan Olahan,Makanan Olahan,PT Hassana Boga Sejahtera Tbk,IDX Live
NCKL,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya,PT Trimegah Bangun Persada Tbk.,IDX Live
NELY,K,Transportation & Logistics,Transportasi & Logistik,IDXTRANS,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Pelayaran Nelly Dwi Putri Tbk,IDX Live
NEST,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",PT Esta Indonesia Tbk,IDX Live
NETV,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Media & Hiburan,Media,Penyiaran,PT MDTV Media Technologies Tbk,IDX Live
NFCX,I,Technology,Teknologi,IDXTECHNO,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,PT NFC Indonesia Tbk,IDX Live
NICE,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya,PT Adhi Kartiko Pratama Tbk,IDX Live
NICK,G,Financials,Keuangan,IDXFINANCE,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Investasi,PT Charnic Capital Tbk.,IDX Live
NICL,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya,PT PAM Mineral Tbk,IDX Live
NIKL,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya,Pelat Timah Nusantara Tbk,IDX Live
NINE,I,Technology,Teknologi,IDXTECHNO,Perangkat Keras & Peralatan Teknologi,Perangkat Komputer,Perangkat Komputer,PT Techno9 Indonesia Tbk,IDX Live
NIRO,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,City Retail Developments Tbk,IDX Live
NISP,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,PT Bank OCBC NISP Tbk,IDX Live
NOBU,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,PT Bank Nationalnobu Tbk.,IDX Live
NPGF,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Barang Kimia,Barang Kimia Pertanian,PT Nusa Palapa Gemilang Tbk,IDX Live
NRCA,J,Infrastructures,Infrastruktur,IDXINFRA,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,PT Nusa Raya Cipta Tbk.,IDX Live
NSSS,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,PT Nusantara Sawit Sejahtera Tbk,IDX Live
NTBK,C,Industrials,Perindustrian,IDXINDUST,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,PT Nusatama Berkah Tbk,IDX Live
NUSA,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",PT Sinergi Megah Internusa Tbk,IDX Live
NZIA,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,"PT Nusantara Almazia, Tbk.",IDX Live
OASA,J,Infrastructures,Infrastruktur,IDXINFRA,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,PT Maharaksa Biru Energi Tbk,IDX Live
OBAT,F,Healthcare,Kesehatan,IDXHEALTH,Farmasi & Riset Kesehatan,Farmasi,Farmasi,PT Brigit Biofarmaka Teknologi Tbk,IDX Live
OBMD,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Barang Kimia,Barang Kimia Khusus,PT OBM Drilchem Tbk,IDX Live
OCAP,G,Financials,Keuangan,IDXFINANCE,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,ONIX CAPITAL Tbk,IDX Live
OILS,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,PT Indo Oil Perkasa Tbk,IDX Live
OKAS,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Barang Kimia,Barang Kimia Dasar,Ancora Indonesia Resources Tbk,IDX Live
OLIV,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Barang Rumah Tangga,Barang Rumah Tangga,Produsen Furnitur Rumah,PT Atlas Nexus Group Tbk,IDX Live
OMED,F,Healthcare,Kesehatan,IDXHEALTH,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan,PT Jayamas Medica Industri Tbk,IDX Live
OMRE,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Indonesia Prima Property Tbk,IDX Live
